"id_product";"reference";"name";"description";"price";"link_rewrite";"link_rewrite";"id_image"
"639";"2016/101B";"Paire de girandoles en bronze et cristal";"<p></p>
<p>L. 30 cm; H. 35 cm</p>
<p>Début XX ème</p>";"181.818182";"luminaires";"paire-de-girandoles-en-bronze-et-cristal";"634"
"646";"2014/327";"Table ovale en cerisier avec deux ralonges";"<p>Table ovale en cerisier avec deux ralonges </p>";"991.735537";"mobilier";"table-ovale-en-cerisier-a-2-allonges-louis-philippe";"641"
"647";"2016/191F1";"Couple d'enfants en Capo di Monte; 19è siècle";"<p>Couple d'enfants en Capo di Monte; 19è siècle</p>";"123.966942";"porcelaine-et-faience";"couple-d-enfants-en-capodimonte";"642"
"648";"2016/191F2";"Couple d'enfants en Capo di Monte; 19è siècle";"<p>Couple d'enfants en Capo di Monte; 19è siècle</p>";"123.966942";"porcelaine-et-faience";"couple-d-enfants-en-capodimonte";"643"
"650";"2016/191G";"Petite fille en porcelaine de Wallendorf; Allemagne; fin 19è siècle";"<p>Petite fille en porcelaine de Wallendorf; Allemagne; fin 19è siècle</p>";"123.966942";"porcelaine-et-faience";"petite-fille-en-porcelaine-de-wallendorf";"645"
"652";"2016/194E";"Paire de petites appliques en bronze doré style Louis XV; fin 19è siècle";"<p>Paire de petites appliques en bronze doré style Louis XV; fin 19è siècle</p>";"123.966942";"luminaires";"paire-de-petites-appliques-en-bronze-dore-style-louis-xv";"647"
"653";"2016/194D";"Appliques  anciennes en bronze doré";"<p>Vendu par paire ! Style Louis XV</p>
<p>H. 36 cm; L. 20 cm</p>
<p>Fin XIX ème siècle</p>";"264.462810";"luminaires";"appliques-anciennes-en-bronze-dore";"648"
"654";"2016/194F";"Lampe en bronze doré style Louis XV; fin 19è siècle";"<p>Lampe en bronze doré style Louis XV; fin 19è siècle</p>";"206.611570";"luminaires";"lampe-en-bronze-dore-style-louis-xv";"649"
"661";"2016/293A";"Caniche en bronze de Vienne; circa 1880";"<p>Caniche en bronze de Vienne; circa 1880</p>";"814.049587";"categories";"caniche-au-sac-a-main";"656"
"662";"2016/281";"Grande banquette post-gustavienne polychrome";"<p>Grande banquette post-gustavienne polychrome</p>";"991.735537";"fauteuils";"grande-banquette-post-gustaviennepolychrome";"660"
"664";"2016/277C";"Miroir polychrome époque Napoléon III";"<p>Miroir polychrome époque Napoléon III</p>";"0.000000";"miroirs-et-trumeaux";"miroir-polychrome";"662"
"667";"2016/276A";"Huile sur toile ""Fleurs""; signature illisible";"<p>Huile sur toile ""Fleurs""; signature illisible </p>";"247.933884";"tableaux";"fleurs";"665"
"670";"2015/252B";"Encrier nid d'oiseau en régule; fin 19è siècle";"<p>Encrier nid d'oiseau en régule; fin 19è siècle</p>";"181.818182";"divers";"encrier-nid-d-oiseau";"668"
"671";"2016/88B";"Encrier Nap. III en marbre et bronze";;"152.892562";"divers";"encrier-nap-iii-en-marbre-et-bronze";"669"
"683";"2016/305B";"Bas-relief en plâtre";"<p>Bas-relief en plâtre</p>";"206.611570";"sculptures";"bas-relief-en-platre";"681"
"684";"2016/87";"Horloge Charles X en palissandre et marqueterie; circa 1850";"<p>Horloge Charles X en palissandre et marqueterie; circa 1850</p>";"371.900826";"divers";"horloge-charles-x-en-palissandre-et-marqueterie";"682"
"685";"2016/101F";"Paire de vases en Wedgwood";"<p></p>
<p>H 35 cm</p>
<p>19de eeuw</p>";"991.735537";"porcelaine-et-faience";"paire-de-vases-en-wedgwood";"683"
"686";"2016/306A";"Biscuit allemand Volkstedt Rudolstadt; 20è siècle";"<p>Biscuit allemand Volkstedt Rudolstadt; 20è siècle</p>";"318.181818";"porcelaine-et-faience";"biscuit-allemand-volkstedt-rudolstadt";"684"
"691";"2016/287B";"Baguette de chef d'orchestre en ébène et argent; Londres; 1920";"<p>Baguette de chef d'orchestre en ébène et argent; Londres; 1920</p>";"181.818182";"divers";"baguette-de-chef-d-orchestre-en-ebene-et-argent";"689"
"695";"2016/304D";"Christ en croix en argent";"<p></p>
<p>H 14;5 x B 10 cm</p>
<p>19de eeuw</p>";"152.892562";"argenterie-et-verrerie";"christ-en-croix-en-argent";"693"
"696";"2016/308A";"Trumeau Louis XV peint";"<p></p>
<p>B 130 x H 158 cm</p>
<p>Eind 18de Eeuw</p>";"2314.049587";"miroirs-et-trumeaux";"trumeau-louis-xv-peint";"694"
"697";"2016/283N";"Statuette en régule sur socle en marbre; ""Arts lyriques""; Emile Bruchon (1880-1910); école française; début 20è siècle";"<p>Statuette en régule sur socle en marbre; ""Arts lyriques""; Emile Bruchon (1880-1910); école française; début 20è siècle </p>";"206.611570";"sculptures";"arts-lyriques-en-regule";"695"
"698";"2016/304i";"Petit miroir en bois sculpté";;"99.173554";"miroirs-et-trumeaux";"petit-miroir-en-bois-sculpte";"696"
"699";"2016/206D";"Commode liégeoise Louis XIV polychrome; 18è siècle";"<p>Commode liégeoise Louis XIV polychrome; 18è siècle</p>";"991.735537";"mobilier";"commode-liegeoise-louis-xiv-polychrome";"705"
"701";"2016/309B";"Paire de fauteuils style Empire peints";"<p>Paire de fauteuils style Empire peints</p>";"495.867769";"fauteuils";"paire-de-fauteuils-style-empire-peints";"699"
"702";"2016/304Q";"Huile sur toile dans l'esprit de Frans Hals; 19è siècle";"<p>Huile sur toile dans l'esprit de Frans Hals; 19è siècle</p>";"991.735537";"tableaux";"huile-sur-toile-dans-l-esprit-de-frans-hals";"700"
"706";"2017/01B";"Paire de carafons en cristal Val-Saint-Lambert";"<p>Paire de carafons en VSL; becs verseurs en cuivre</p>";"119.834711";"categories";"paire-de-carafons-en-cristal-val-saint-lambert";"724"
"713";"2017/04 D";"Frans Meerts (1836-1896)";"<p>Huile sur papier collé sur panneau.</p>
<p>Le moine boulanger</p>
<p>Signé en bas à droite Franz Meerts Ecole Belge</p>
<p>52 x 39 cm</p>";"454.545455";"tableaux";"frans-meerts-1836-1896";"733"
"714";"2017/08";"Huile sur panneau signée P. Verheyen";"<p>Huile sur panneau signée P. Verheyen</p>";"165.289256";"categories";"paysage";"734"
"717";"2017/03 F";"Aquarelle Théodore Fort (1810-1896)";"<p>38 x 32 cm</p>";"318.181818";"tableaux";"aquarelle-theodore-fort-1810-1896";"737"
"721";"2017/07A";"Encrier en vieux Bruxelles";"<p>Encrier en vieux Bruxelles</p>";"206.611570";"porcelaine-et-faience";"encrier-en-vieux-bruxelles";"741"
"725";"2017/15 B";"Trumeau Epoque Napoléon III";"<p>France XIXème siècle</p>
<p>H. 202 cm; L. 110 cm</p>";"1528.925620";"miroirs-et-trumeaux";"trumeau-epoque-napoleon-iii";"744"
"727";"2017/14";"Paire d'huile sur toile : scène de vaches; France; circa 1900";"<p>Paire d'huile sur toile : scène de vaches; France; circa 1900</p>";"289.256198";"tableaux";"hst-vaches";"814"
"730";"2017/05E";"Miroir en bois doré avec fleur de lys";"<p>Miroir en bois doré avec fleur de lys</p>";"206.611570";"miroirs-et-trumeaux";"miroir-en-bois-dore-avec-fleur-de-lys";"750"
"738";"2017/17";"Huile sur toile ""Jeune fille au chapeau""; école française; 19è siècle";"<p>Huile sur toile ""Jeune fille au chapeau""; école française; 19è siècle</p>";"2066.115702";"tableaux";"jeune-fille-au-chapeau-de-paille";"758"
"740";"2017/19/3";"Quatre salières dans écrin d'origine; poinçon Minerve; France 19è siècle";"<p>Quatre salières dans écrin d'origine; poinçon Minerve; France 19è siècle</p>";"371.900826";"argenterie-et-verrerie";"4-salieres-en-argent";"760"
"741";"2017/16/2";"Chien bronze sur socle en marbre";"<p>Chien bronze sur socle en marbre</p>";"206.611570";"sculptures";"chien-en-bronze";"782"
"743";"2016/283C";"Icone";"<p>9;5 x 7;5 cm</p>";"289.256198";"tableaux";"icone";"763"
"744";"2017/15I";"Bonbonnière en porcelain; Empire";"<p>Bonbonnière en porcelain; Empire</p>";"181.818182";"porcelaine-et-faience";"bonbonniere-en-porcelaine-empire";"764"
"745";"2017/19/1C";"Chien avec sac en plomb; 19è siècle";"<p>Chien avec sac en plomb; 19è siècle</p>";"99.173554";"sculptures";"chien-en-plomb";"765"
"746";"2017/18B";"Ourson au tambour en bronze de Vienne; 19è siècle";"<p>Ourson au tambour en bronze de Vienne; 19è siècle</p>";"537.190083";"bronzes-de-vienne";"ouvreur-au-tambour-bronze-de-vienne";"766"
"747";"2017/13/4";"Caniche en bronze de Vienne";"<p>Caniche en bronze de Vienne</p>";"206.611570";"bronzes-de-vienne";"bronze-de-vienne-caniche-royal";"767"
"748";"2017/19/1D";"Chien papillon en bronze";"<p>Chien papillon en bronze</p>";"99.173554";"bronzes-de-vienne";"chien-papillon";"768"
"749";"2017/13/5";"Eléphant en bronze de Vienne; fin 19è siècle";"<p>Eléphant en bronze de Vienne; fin 19è siècle</p>";"483.471074";"bronzes-de-vienne";"bronze-de-vienne-elephant";"769"
"750";"2017/18A";"Bronze de Vienne : Les Lutins";"<p>H. 12 x L. 5 cm</p>";"785.123967";"bronzes-de-vienne";"bronze-de-vienne-les-lutins";"770"
"753";"2017/16/4";"Vase en tôle; époque Empire";"<p>L: 15 cm; P: 15 cm; H: 27 cm</p>";"483.471074";"divers";"vase-en-tole-epoque-empire";"786"
"754";"2017/16/5";"Vase en tôle; époque Empire";"<p>L. 13 x P. 13 x H. 21 cm</p>";"400.826446";"divers";"vase-en-tole-epoque-empire";"787"
"760";"2016/276 B";"David de Noter (1825-1875) Nature morte au pichet";"<p>Huile sur Toile marouflée; signé en bas à gauche</p>
<p>45 x 38 cm</p>";"537.190083";"tableaux";"david-de-noter-1825-1875-nature-morte-au-pichet";"777"
"762";"2017/12A";"Rafraichissoir Napoléon III";"<p>Rafraichissoir Napoléon III</p>";"991.735537";"mobilier";"rafraichissoir-napoleon-iii";"779"
"766";"2017/15E";"Lampe bouillote";"<p>ca 1900</p>
<p>H. 55 x Dia. 35</p>";"566.115702";"luminaires";"lampe-bouillote";"788"
"767";"2017/22M";"Lampe bouillotte";"<p>Lampe bouillotte</p>";"206.611570";"luminaires";"lampe-bouillote";"789"
"769";"2017/15A";"Pendule en bronze doré; France; circa 1800";"<p>Pendule en bronze doré; France; circa 1800</p>";"2314.049587";"divers";"horloge-a-poser-en-bronze-dore-epoque-empire";"791"
"775";"2019/12";"Trumeau polychrome Louis XVI";"<p>Trumeau polychrome Louis XVI</p>";"1528.925620";"miroirs-et-trumeaux";"trumeau-polychrome-louis-xvi";"798"
"777";"2017/13(2)";"Arabe et son chameau";"<p>L: 3 cm; H: 4 cm</p>";"181.818182";"bronzes-de-vienne";"arabe-et-son-chameau";"802"
"782";"2016/305A";"Série de six panneaux de paravent peints à l'eau sur toile; 19è siècle";"<p>Série de six panneaux de paravent peints à l'eau sur toile; 19è siècle</p>";"3719.008264";"tableaux";"serie-de-6-panneaux-peints-decoratifs";"807"
"784";"2017/93";"Paire de chenêts en bronze; style Louis XVI";"<p>Paire de chenêts en bronze; style Louis XVI</p>";"289.256198";"divers";"paire-de-chenets-style-louis-xvi";"815"
"788";"2017/99A";"Coffret à parfums en poirier noirci et incrustations de laiton et d'écailles de tortue; époque Nap. III";"<p>Coffret à parfums en poirier noirci et incrustations de laiton et d'écailles de tortue; époque Nap. III</p>";"289.256198";"divers";"coffret-a-parfums";"819"
"790";"2017/99G";"Paire de fauteuils Directoire polychrome";"<p>Epoque directoire; ca 1800</p>
<p>L. 56 x P. 50 x H. 88/40 cm</p>";"1528.925620";"fauteuils";"paire-de-fauteuils-directoire-polychrome";"822"
"791";"2017/97B";"Petite commode acajou";"<p>Epoque Victorienne</p>
<p>L. 46 x  P. 30 x H. 72 cm</p>";"785.123967";"mobilier";"petite-commode-acajou";"823"
"793";"2017/97A";"Desserte victorienne en acajou";"<p>Desserte victorienne en acajou</p>";"661.157025";"mobilier";"desserte-victorienne-en-acajou";"825"
"795";"2015/109E";"Armoire en noyer Louis Philippe";"<p>Armoire en noyer Louis Philippe</p>";"495.867769";"mobilier";"armoire-en-noyer";"827"
"802";"2017/161F";"Petit lavabo de poupée en cerisier";"<p>France. 19ème siècle</p>
<p>L: 46 cm; H: 70 cm; P: 27 cm</p>";"537.190083";"mobilier";"petit-lavabo-de-poupee-en-cerisier";"835"
"803";"2017/161D";"Paire d'appliques en bronze doré style Louis XVI";"<p>Paire d'appliques en bronze doré style Louis XVI</p>";"206.611570";"luminaires";"paire-d-appliques-de-style-louis-xvi-en-bronze-dore";"836"
"806";"2017/161H";"Paire de chaises en bois doré époque Napoléon III";"<p>Fin 19ème siècle</p>
<p>L: 42 cm; H: 88/ 43 cm</p>";"454.545455";"chaises";"paire-de-chaises-en-bois-dore-epoque-napoleon-iii";"839"
"808";"2017/166A";"Paire de cassolettes en tôle Napoléon III";"<p>Fin 19ème siècle</p>
<p>H: 28 cm</p>";"314.049587";"divers";"paire-de-cassolettes-en-tole-napoleon-iii";"841"
"809";"2017/169A";"Paire de natures mortes aux fleurs";"<p>Huile sur cuivre</p>
<p>Fin 18ème siècle</p>
<p>20;5 cm X 22 cm</p>";"991.735537";"tableaux";"paire-de-natures-mortes-aux-fleurs";"842"
"810";"2017/166F";"Vase en Cristal et Bronze";"<p>Fin 19ème siècle</p>
<p>H: 17 cm</p>";"70.247934";"argenterie-et-verrerie";"vase-en-cristal-et-bronze";"843"
"811";"2017/163B";"Bougeoir écureil en fer forgé; 20è siècle";"<p>Bougeoir écureil en fer forgé; 20è siècle</p>";"99.173554";"sculptures";"ecureuil-en-fer-forge";"844"
"812";"2017/166B";"Lapin en faïence";"<p>Normandie</p>
<p>20ème siècle</p>";"264.462810";"porcelaine-et-faience";"lapin-en-faience";"845"
"813";"2017/164A";"Paire de serre-livres éléphant en métal sur marbre";"<p>Circa 1930</p>
<p>L: 11cm; H: 13;5 cm; P: 8 cm</p>";"264.462810";"sculptures";"paire-de-serre-livres-elephant-en-metal-sur-marbre";"846"
"814";"2017/164B";"Deux chats en régule peinte; fin 19è siècle";"<p>Deux chats en régule peinte; fin 19è siècle</p>";"206.611570";"sculptures";"deux-petits-chats-en-regule-peint";"847"
"815";"2017/168B";"Série de 4 panneaux - Nature morte aux fleurs";"<p>Huile sur toile</p>
<p>France. Fin 18ème siècle</p>
<p>105;5 x 74;5 cm</p>";"3966.942149";"tableaux";"serie-de-4-panneaux-naure-morte-aux-fleurs";"848"
"816";"2017/168A";"Trumeau - Scène galante; Lyon fin 18è siècle";"<p>Trumeau - Scène galante; Lyon fin 18è siècle</p>";"1487.603306";"miroirs-et-trumeaux";"trumeau-scene-galante";"850"
"819";"2017/163A";"Petite étagère en marquetterie";"<p>Petite étagère en marquetterie</p>";"413.223140";"mobilier";"petite-etagere-en-marqueterie";"854"
"821";"2017/170B";"Petite Cafetière en argent ""égoïste""";"<p>France. Fin 19ème siècle</p>
<p>H: 13 cm</p>";"483.471074";"argenterie-et-verrerie";"cafetiere-en-argent-egoiste";"856"
"823";"2017/166G";"Paire de cornets en tôle sur support en bronze; ""Pied d'autruche""";"<p>Paire de cornets en tôle sur support en bronze; ""Pied d'autruche""</p>";"66.115702";"divers";"paire-de-cornets-en-tole-sur-supports-en-bronze";"858"
"828";"2017/171H";"Chat jouant à la balle en régule; fin 19è siècle";"<p>Chat jouant à la balle en régule; fin 19è siècle</p>";"45.454545";"sculptures";"chat-jouant-a-la-balle-en-regule";"863"
"830";"2017/171G";"Petit taureau en bronze doré; France; 20è siècle";"<p>Petit taureau en bronze doré; France; 20è siècle</p>";"70.247934";"sculptures";"petit-taureau-en-bronze-dore";"865"
"832";"2017/171B";"Gouache  sur papier - Scène Champêtre";"<p>France. 18ème siècle</p>
<p>57 X 46;5 cm</p>";"991.735537";"tableaux";"gouache-sur-papier-scene-champetre";"867"
"833";"2017/171A";"Huile sur bois - ""Putti""";"<p>Travail français. Fin 18ème siècle</p>
<p>30 x 23;5 cm</p>";"991.735537";"tableaux";"huile-sur-bois-putti";"868"
"835";"2017/218A";"Assiette; Chine; famille rose; cheveu";"<p>Assiette; Chine; famille rose; cheveu</p>";"0.000000";"porcelaine-et-faience";"assiette-chine-famille-rose";"870"
"836";"2017/217G5";"Assiette Chine Famille Rose";"<p>18ème siècle</p>
<p>D: 23 cm</p>";"99.173554";"porcelaine-et-faience";"assiette-chine-famille-rose";"871"
"838";"2017/218i";"Grand plat en porcelaine de Tournai";"<p>Grand plat en porcelaine de Tournai</p>";"206.611570";"porcelaine-et-faience";"grand-plat-en-porcelaine-de-tournai";"873"
"840";"2017/215A";"Grand miroir Charles X en palissandre";"<p>19ème siècle</p>
<p>119 cm X 95 cm</p>";"314.049587";"miroirs-et-trumeaux";"grand-miroir-charles-x-en-palissandre";"875"
"841";"2017/215B";"Miroir doré";"<p>135 cm X 85 cm</p>";"289.256198";"miroirs-et-trumeaux";"miroir-dore";"876"
"843";"2017/217D";"H. Permeke (1849 - 1912) - ""Limbourg sous la neige""";"<p>Ecole belge</p>
<p>45 cm X 59 cm</p>";"454.545455";"tableaux";"h-permeke-1849-1912-limbourg-sous-la-neige";"878"
"844";"2017/217E";"Adriaan Wulffaert (1804-1873) Portrait d'enfant";"<p>Début 19ème siècle</p>
<p>54 cm x 51 cm</p>
<p>Ecole Belge</p>
<p>Signé A.Wulffaert</p>";"785.123967";"tableaux";"portrait-d-enfant-signe-a-wulfaert";"879"
"845";"2017/218F";"Paire de fauteuils style Louis XVI";"<p>Epoque Napoléon III</p>
<p>L: 62;5 cm; H: 41 cm; P: 57 cm</p>";"702.479339";"fauteuils";"paire-de-fauteuils-style-louis-xvi";"880"
"847";"2017/217i";"Huile sur carton; ""Le moulin à eau""; signé GH. Godet (19è-20é); daté 1919";"<p>Huile sur carton; ""Le moulin à eau""; signé GH. Godet (19è-20é); daté 1919</p>";"289.256198";"tableaux";"ch-godet-le-moulin-a-eau";"882"
"848";"2017/218E";"Dessin signé L. Ryad";"<p>Dessin signé L. Ryad</p>";"82.644628";"tableaux";"dessin-signe-ryad";"883"
"850";"2017/218D";"Dessin signé L. Ryad";"<p>Dessin signé L. Ryad</p>";"82.644628";"tableaux";"dessin-signe-ryad";"884"
"853";"2017/215E";"Paysage animé";"<p>Huile sur toile</p>
<p>Signature illisible</p>
<p>19ème siècle</p>
<p>66 x 54 cm</p>";"371.900826";"tableaux";"paysage-anime";"885"
"855";"2017/220o";"Etagère à trois plateaux Napoléon III";"<p>Etagère à trois plateaux Napoléon III</p>";"247.933884";"mobilier";"etagere-a-3-plateaux";"886"
"856";"2017/217C";"Mortier en albâtre; 18è siècle";"<p>Mortier en albâtre; 18è siècle</p>";"99.173554";"divers";"mortier-en-albatre";"891"
"857";"2017/220j";"Guéridon en acajou sommé d'un marbre";"<p>19ème siècle</p>
<p>L: 45 cm; H: 72 cm; P: 40 cm</p>";"371.900826";"mobilier";"gueridon-en-acajou-sommee-d-un-marbre";"887"
"860";"2017/220N";"Guéridon tripode avec de la marqueterie";"<p>Guéridon tripode avec de la marqueterie</p>";"247.933884";"mobilier";"gueridon-tripode-avec-de-la-marqueterie";"888"
"862";"2017/230G";"Guéridon en acajou et bronze doré sommé d'un marbre noir";"<p>Guéridon en acajou et bronze doré sommé d'un marbre noir</p>";"371.900826";"mobilier";"gueridon-en-acajou-et-bronze-dore-somme-d-un-marbre";"889"
"863";"2017/220 A; (5); (6); (7)";"Lot de 3 carafons en cristal";"<p>H. 32 cm</p>";"371.900826";"argenterie-et-verrerie";"lot-de-3-carafons-en-cristal";"895"
"864";"2017/220 A (1);(2);(3);(4)";"Lot de 4 carafons en cristal";"<p>H. 23 cm</p>";"396.694215";"argenterie-et-verrerie";"lot-de-4-carafons-en-cristal";"896"
"865";"2017/220 A (30);(27);(23);(20)";"Lot de différents carafons en cristal";;"99.173554";"argenterie-et-verrerie";"lot-de-differents-carafons-en-cristal";"897"
"868";"2017/220 T";"Petit miroir en bois patiné style Louis XVI";"<p>71 x 38 cm </p>";"231.404959";"miroirs-et-trumeaux";"miroir-patine-style-louis-xvi";"898"
"869";"2017/220V";"Petit miroir  biseauté en bois doré";"<p>74 x 36 cm</p>";"181.818182";"miroirs-et-trumeaux";"petit-miroir-biseaute-en-bois-dore";"899"
"870";"2017/224F";"Canard en bronze de Vienne";"<p>Canard en bronze de Vienne</p>";"483.471074";"bronzes-de-vienne";"canard";"903"
"875";"2017/216D";"Lutin sur son rocher en bronze de Vienne";"<p>Lutin sur son rocher en bronze de Vienne</p>";"136.363636";"bronzes-de-vienne";"lutin-sur-son-rocher";"908"
"876";"2017/228C";"Mère et enfant en bronze de Vienne; fin 19è siècle";"<p>Mère et enfant en bronze de Vienne; fin 19è siècle</p>";"318.181818";"bronzes-de-vienne";"mere-et-enfant";"909"
"877";"2017/216E";"Chat jouant à saute-mouton en bronze de Vienne";"<p>Chat jouant à saute-mouton en bronze de Vienne</p>";"264.462810";"bronzes-de-vienne";"chat-jouant-a-saute-mouton-";"910"
"878";"2017/171D";"Cordonnier au travail en bronze de Vienne; début 20è siècle";"<p>Cordonnier au travail en bronze de Vienne; début 20è siècle</p>";"318.181818";"bronzes-de-vienne";"cordonnier-au-travail";"911"
"880";"2017/171F";"Lézard en bronze de Vienne; signé ""Geschultz""; circa 1880";"<p>Lézard en bronze de Vienne; signé ""Geschultz""; circa 1880</p>";"454.545455";"bronzes-de-vienne";"lezard-signe-geschulz";"913"
"885";"2017/224B";"Clown sur éléphant en bronze de Vienne";"<p>Clown sur éléphant en bronze de Vienne</p>";"318.181818";"bronzes-de-vienne";"petit-clown-et-elephant";"916"
"886";"2017/225 C";"Eléphant et singe musicien";"<p>G. Hyda ; Brême vers 1900</p>
<p>L. 13?5 cm</p>
<p>H. 10 cm</p>";"289.256198";"sculptures";"elephant-et-singe-musicien";"923"
"888";"2017/221C";"Petits chandeliers - Deux personnages en bronze";"<p>H. 12 cm</p>";"648.760331";"divers";"petits-chandeliers-deux-personnages-en-bronze";"919"
"889";"2017/216H";"Jardinière en marqueterie  Style Boule";"<p>Ecaille de tortue et cuivre.</p>
<p>L. 86 cm</p>
<p>P. 43 cm</p>
<p>H. 82 cm</p>";"2355.371901";"mobilier";"jardiniere-en-marqueterie-style-boule";"920"
"892";"2017/230B";"Paire de chenêts en bronze doré; période Directoire";"<p>Paire de chenêts en bronze doré; période Directoire</p>";"206.611570";"divers";"paire-de-chenets-en-bronze-dore";"925"
"897";"2017/162";"Huile sur toile ""Deux chiens et un lièvre""; France; 19è siècle; non signé";"<p>Huile sur toile ""Deux chiens et un lièvre""; France; 19è siècle; non signé</p>";"371.900826";"tableaux";"deux-chiens-et-un-lievre";"930"
"898";"2017/216i";"Bas-relief en plâtre ""Puttis""; circa 1890";"<p>Bas-relief en plâtre ""Puttis""; circa 1890</p>";"537.190083";"sculptures";"bas-relief-en-platre-putti";"931"
"899";"2017/221A";"Grand ours en Forêt Noire";"<p>H. 36 cm</p>
<p>L. 22 cm</p>";"1528.925620";"sculptures";"grand-ours-en-foret-noire";"932"
"909";"2017/231";"Commode Louis XVI en chêne cérusé; région de Liège; circa 1780";"<p>Commode Louis XVI en chêne cérusé; région de Liège; circa 1780</p>";"991.735537";"mobilier";"commode-louis-xvi-en-chene-ceruse";"942"
"910";"2017/216 J";"Vitrine peinte époque Louis Philippe";"<p>H. 210 cm</p>
<p>L. 150 cm</p>
<p>P. 40 cm</p>";"1115.702479";"mobilier";"vitrine-peinte-epoque-louis-philippe";"943"
"915";"2017/230K";"François Musin  (1820-1888)  Marine";"<p>Huile sur panneau</p>
<p>41 x34 cm</p>
<p>Ecole belge</p>";"619.834711";"tableaux";"f-musin-1820-1888-marine";"947"
"916";"2017/159B";"Felix Eyskens (1882-1968) Paysage hivernal animé";"<p>Huile sur toile</p>
<p>48 x 58 cm</p>
<p>Ecole belge</p>";"123.966942";"tableaux";"felix-eyskens-1882-1968-paysage-hivernal-anime";"948"
"918";"2017/220F";"Paire de carafes en cristal";"<p>H. 22 cm</p>";"231.404959";"argenterie-et-verrerie";"paire-de-huilier-en-cristal";"950"
"920";"2011/203D";"Petite étagère peinte victorienne";"<p>Circa 1830</p>
<p>L: 43 cm; H: 139 cm; P: 43 cm</p>";"371.900826";"mobilier";"petite-etagere-peinte-victorienne";"952"
"921";"2018/01A";"Soupière en argent";"<p>Portugal entre 1886 - 1938</p>
<p>Lisbonne</p>
<p>L: 32 cm; H: 24 cm; P: 18 cm</p>";"2314.049587";"argenterie-et-verrerie";"soupiere-en-argent";"1009"
"922";"2018/01B";"Coupe ajourée en vieux Bruxelles; circa 1820";"<p>Coupe ajourée en vieux Bruxelles; circa 1820</p>";"99.173554";"porcelaine-et-faience";"coupe-ajouree-en-vieux-bruxelles";"960"
"923";"2018/01D";"Coupe ajourée en Sarreguemine";"<p>France. 19ème siècle</p>
<p>D: 22 cm; H: 7;5 cm</p>";"53.719008";"porcelaine-et-faience";"coupe-ajouree-en-sarreguemine";"961"
"924";"2018/01G";"Plat en VSL: Cristal et Métal argenté";"<p>D: 23 cm; H: 8 cm</p>";"181.818182";"argenterie-et-verrerie";"plat-en-vsl-cristal-et-metal-argente";"956"
"928";"2018/02N";"Miniature sur ivoir ""Fleurs""";"<p>Miniature sur ivoir ""Fleurs""</p>";"206.611570";"tableaux";"minaiture-sur-ivoire-fleurs";"964"
"930";"2018/02L";"Aquarelle ""Big Ben"" avec montre";"<p>Aquarelle ""Big Ben"" avec montre</p>";"123.966942";"tableaux";"aquarelle-big-ben-avec-montre";"966"
"932";"2018/02J";"Michel Dutrieu (1910 - 1993) - Paysage automnal";"<p>HSB</p>
<p>26;5 x 31 cm</p>";"206.611570";"categories";"michel-dutrieu-1910-1993-paysage-automnal";"968"
"934";"2018/02R";"Table de nuit en chêne Louis XVI";"<p>Table de nuit en chêne Louis XVI</p>";"371.900826";"mobilier";"chevet-louis-xvi";"970"
"935";"2018/03F";"Bonheur du jour Louis XVI en acajou";"<p>L: 72;5 cm; H: 118 cm; P: 45 cm</p>";"1528.925620";"mobilier";"bonheur-du-jour-louis-xvi-en-acajou";"971"
"936";"2018/03P";"Fauteuil de style Louis XV canné";"<p>Circa 1800</p>
<p>L: 65 cm; H: 92 cm; P: 48 cm</p>";"454.545455";"fauteuils";"fauteuil-de-style-louis-xv-canne";"972"
"939";"2016/16F";"Plateau en tôle Napoléon III";"<p>Plateau en tôle Napoléon III</p>";"181.818182";"divers";"plateau-en-tole-napoleon-iii";"975"
"944";"2018/03G";"Tabouret régence en chêne avec tapisserie";"<p>L: 49 cm; H: 46 cm; P: 49 cm</p>";"289.256198";"fauteuils";"tabouret-regence-en-chene-avec-tapisserie";"980"
"946";"2018/02P";"Cadre photo; époque Napoléon III";"<p>Cadre photo; époque Napoléon III</p>";"99.173554";"divers";"cadre-a-photo-epoque-napoleon-iii";"982"
"949";"2007/252A3";"Lampe en tôle";"<p>H: 60 cm</p>
<p>20ème siècle</p>";"202.479339";"luminaires";"lampe-en-tole";"986"
"950";"2017/18A";"Les lutins";"<p>Autriche. Circa 1880</p>
<p>H: 8 cm</p>";"785.123967";"bronzes-de-vienne";"les-lutins";"998"
"951";"2017/224G";"Eléphant en bronze de Vienne signé ""B.""; fin 19è siècle";"<p>Eléphant en bronze de Vienne signé ""B.""; fin 19è siècle</p>";"785.123967";"bronzes-de-vienne";"elephant-signe-b";"1008"
"954";"2016/294B";"Poney en bronze de Vienne; fin 19è siècle";"<p>Poney en bronze de Vienne; fin 19è siècle</p>";"702.479339";"bronzes-de-vienne";"poney";"1005"
"955";"2017/19/1A";"Bouledogue signé ""Austria"" en bronze de Vienne; début 20è siècle";"<p>Bouledogue signé ""Austria"" en bronze de Vienne; début 20è siècle</p>";"396.694215";"bronzes-de-vienne";"bouledogue";"1004"
"957";"2017/224C";"Renard en bronze de Vienne; circa 1890";"<p>Renard en bronze de Vienne; circa 1890</p>";"318.181818";"bronzes-de-vienne";"renard";"1002"
